task_id,employee_id,department,task_category,priority,assigned_date,deadline,completion_date,completed,deadline_met,hours_estimated,hours_actual,efficiency_score,satisfaction_rating
TASK01486,EMP0159,Support,Feature Dev,Medium,2025-05-06,2025-05-14,2025-05-19,True,False,22,21.0,81.0,2.0
TASK01487,EMP0096,HR,Training,Medium,2025-10-10,2025-10-17,2025-10-22,True,False,24,23.2,76.1,3.0
TASK01488,EMP0109,Sales,Client Call,Medium,2025-05-29,2025-06-08,2025-06-08,True,True,19,29.8,82.7,5.0
TASK01489,EMP0181,Support,Testing,Medium,2025-10-13,2025-10-25,2025-10-24,True,True,37,68.4,87.5,2.0
TASK01490,EMP0007,Support,Training,Low,2025-05-17,2025-05-23,2025-05-26,True,False,29,23.8,78.8,2.0
TASK01491,EMP0187,Sales,Documentation,Medium,2026-01-17,2026-01-20,,False,False,2,,,
TASK01492,EMP0126,Marketing,Testing,Medium,2026-02-22,2026-03-03,2026-03-05,True,False,23,14.7,81.8,3.0
TASK01493,EMP0074,HR,Client Call,Medium,2025-09-01,2025-09-02,2025-09-02,True,True,19,27.8,71.0,1.0
TASK01494,EMP0191,Support,Report,Critical,2025-05-09,2025-05-21,2025-05-19,True,True,38,65.9,97.1,5.0
TASK01495,EMP0194,Marketing,Code Review,Medium,2025-09-15,2025-09-23,2025-09-22,True,True,4,4.2,86.6,2.0
TASK01496,EMP0168,Support,Bug Fix,High,2025-11-24,2025-11-27,2025-11-26,True,True,5,5.8,83.1,3.0
TASK01497,EMP0069,Finance,Testing,Low,2026-04-06,2026-04-15,2026-04-16,True,False,3,3.0,73.5,2.0
TASK01498,EMP0107,Support,Client Call,Critical,2025-09-05,2025-09-15,2025-09-18,True,False,35,18.2,80.0,4.0
TASK01499,EMP0049,Sales,Meeting,High,2025-10-18,2025-10-29,2025-10-30,True,False,34,24.5,99.9,1.0
TASK01500,EMP0192,Marketing,Bug Fix,Low,2025-11-13,2025-11-14,2025-11-15,True,False,34,37.9,87.7,3.0
TASK01501,EMP0191,Support,Feature Dev,Low,2026-01-10,2026-01-16,2026-01-21,True,False,38,66.7,89.5,5.0
TASK01502,EMP0096,HR,Code Review,Critical,2025-10-07,2025-10-09,2025-10-08,True,True,13,20.7,63.6,3.0
TASK01503,EMP0084,HR,Report,Medium,2026-02-25,2026-02-26,2026-02-26,True,True,15,21.9,92.0,1.0
TASK01504,EMP0075,Engineering,Client Call,High,2025-06-22,2025-06-26,2025-06-27,True,False,10,9.7,89.1,3.0
TASK01505,EMP0094,Finance,Meeting,Low,2025-12-31,2026-01-03,2026-01-07,True,False,16,28.0,99.5,2.0
TASK01506,EMP0184,Engineering,Testing,Low,2025-05-18,2025-05-23,2025-05-28,True,False,18,11.5,84.3,5.0
TASK01507,EMP0108,Sales,Client Call,Medium,2026-01-31,2026-02-13,2026-02-18,True,False,12,6.7,82.0,2.0
TASK01508,EMP0197,Support,Testing,Medium,2025-10-03,2025-10-07,,False,False,29,,,
TASK01509,EMP0081,Finance,Training,Medium,2025-10-29,2025-11-09,2025-11-10,True,False,23,35.6,82.1,5.0
TASK01510,EMP0087,HR,Meeting,High,2025-11-18,2025-12-01,2025-12-02,True,False,18,14.9,100.0,1.0
TASK01511,EMP0077,Engineering,Testing,Critical,2025-08-21,2025-08-30,2025-08-30,True,True,32,22.7,82.9,3.0
TASK01512,EMP0076,Sales,Testing,Medium,2025-12-11,2025-12-22,2025-12-20,True,True,22,34.1,92.3,1.0
TASK01513,EMP0011,Finance,Meeting,Low,2026-03-04,2026-03-12,2026-03-11,True,True,13,24.3,82.5,2.0
TASK01514,EMP0117,Finance,Client Call,Medium,2025-10-22,2025-10-25,2025-10-30,True,False,31,43.1,73.9,4.0
TASK01515,EMP0064,Sales,Client Call,Medium,2025-10-17,2025-10-21,2025-10-24,True,False,40,40.3,79.6,3.0
TASK01516,EMP0103,HR,Meeting,Low,2025-10-16,2025-10-20,2025-10-19,True,True,28,31.9,78.8,5.0
TASK01517,EMP0128,Engineering,Training,Medium,2025-11-13,2025-11-14,2025-11-14,True,True,21,38.4,78.9,2.0
TASK01518,EMP0177,HR,Bug Fix,Critical,2025-11-26,2025-12-06,2025-12-06,True,True,23,38.7,66.2,1.0
TASK01519,EMP0164,HR,Report,Medium,2025-07-16,2025-07-29,2025-08-01,True,False,31,33.9,84.0,1.0
TASK01520,EMP0132,Support,Meeting,Medium,2025-07-01,2025-07-05,,False,False,21,,,
TASK01521,EMP0144,Support,Code Review,Low,2025-05-13,2025-05-17,2025-05-21,True,False,7,11.1,85.6,5.0
TASK01522,EMP0186,Engineering,Training,High,2025-08-15,2025-08-21,2025-08-21,True,True,24,15.6,67.3,4.0
TASK01523,EMP0019,Engineering,Feature Dev,Medium,2025-04-20,2025-04-28,2025-05-03,True,False,17,28.0,75.6,4.0
TASK01524,EMP0194,Marketing,Testing,Low,2026-02-14,2026-02-27,,False,False,27,,,
TASK01525,EMP0108,Sales,Feature Dev,High,2025-04-15,2025-04-29,2025-05-03,True,False,40,43.6,80.6,3.0
TASK01526,EMP0023,Finance,Documentation,Medium,2025-04-16,2025-04-28,,False,False,3,,,
TASK01527,EMP0018,Support,Bug Fix,High,2025-09-09,2025-09-12,2025-09-15,True,False,25,25.2,82.7,5.0
TASK01528,EMP0156,HR,Code Review,Medium,2025-10-19,2025-10-26,,False,False,16,,,
TASK01529,EMP0182,Marketing,Code Review,Medium,2026-03-22,2026-03-23,2026-03-27,True,False,7,7.1,77.6,4.0
TASK01530,EMP0092,Finance,Client Call,Low,2026-01-22,2026-01-27,2026-02-01,True,False,4,3.6,73.0,2.0
TASK01531,EMP0178,Support,Testing,Low,2025-11-10,2025-11-21,2025-11-20,True,True,31,53.0,97.1,1.0
TASK01532,EMP0119,Marketing,Training,Medium,2025-10-01,2025-10-08,2025-10-06,True,True,12,11.7,78.4,4.0
TASK01533,EMP0043,Engineering,Meeting,Medium,2026-03-13,2026-03-14,2026-03-18,True,False,29,48.1,84.5,4.0
TASK01534,EMP0161,Finance,Report,Low,2025-12-19,2025-12-30,2026-01-04,True,False,34,36.0,91.2,3.0
TASK01535,EMP0090,Finance,Client Call,High,2025-10-06,2025-10-12,2025-10-12,True,True,29,37.6,72.6,1.0
TASK01536,EMP0164,HR,Meeting,Low,2025-12-08,2025-12-14,,False,False,39,,,
TASK01537,EMP0071,Engineering,Meeting,Low,2025-04-15,2025-04-29,2025-05-04,True,False,29,16.6,67.9,1.0
TASK01538,EMP0195,Finance,Meeting,Low,2025-08-19,2025-08-27,2025-08-25,True,True,40,61.2,72.1,4.0
TASK01539,EMP0172,Finance,Meeting,Medium,2025-12-06,2025-12-11,2025-12-09,True,True,36,32.4,100.0,3.0
TASK01540,EMP0184,Engineering,Bug Fix,Medium,2026-04-10,2026-04-18,2026-04-16,True,True,40,26.7,54.7,5.0
TASK01541,EMP0162,Sales,Report,High,2026-01-17,2026-01-21,2026-01-20,True,True,10,15.9,100.0,4.0
TASK01542,EMP0130,Marketing,Training,High,2026-02-19,2026-02-25,,False,False,17,,,
TASK01543,EMP0029,HR,Feature Dev,Medium,2025-04-18,2025-04-19,2025-04-22,True,False,4,2.9,78.6,4.0
TASK01544,EMP0106,Engineering,Code Review,Medium,2025-05-28,2025-06-09,2025-06-11,True,False,29,31.9,61.8,3.0
TASK01545,EMP0025,Support,Feature Dev,High,2026-01-19,2026-01-31,,False,False,29,,,
TASK01546,EMP0059,Engineering,Documentation,High,2025-06-09,2025-06-19,2025-06-21,True,False,34,44.5,68.6,1.0
TASK01547,EMP0154,HR,Code Review,Medium,2026-04-05,2026-04-13,2026-04-17,True,False,19,30.8,79.6,3.0
TASK01548,EMP0014,HR,Client Call,Medium,2025-11-14,2025-11-15,2025-11-15,True,True,20,18.2,77.2,2.0
TASK01549,EMP0138,Support,Testing,Low,2025-05-25,2025-06-01,2025-06-03,True,False,19,22.7,72.6,1.0
TASK01550,EMP0009,HR,Report,Low,2025-07-28,2025-07-29,2025-07-30,True,False,6,8.5,73.9,5.0
TASK01551,EMP0187,Sales,Bug Fix,Medium,2026-01-11,2026-01-21,2026-01-25,True,False,32,60.6,100.0,3.0
TASK01552,EMP0001,Support,Report,Medium,2025-11-04,2025-11-10,2025-11-10,True,True,31,55.2,67.3,2.0
TASK01553,EMP0113,Finance,Feature Dev,Medium,2025-08-27,2025-08-30,2025-09-01,True,False,27,14.8,66.1,4.0
TASK01554,EMP0182,Marketing,Testing,Medium,2026-04-06,2026-04-12,2026-04-15,True,False,21,19.7,86.7,4.0
TASK01555,EMP0167,Engineering,Client Call,Medium,2025-09-12,2025-09-13,2025-09-13,True,True,24,32.3,63.3,1.0
TASK01556,EMP0117,Finance,Training,High,2025-11-28,2025-12-03,2025-12-08,True,False,17,18.1,71.3,2.0
TASK01557,EMP0113,Finance,Feature Dev,Medium,2025-11-27,2025-12-11,2025-12-15,True,False,15,12.3,89.3,5.0
TASK01558,EMP0135,Sales,Documentation,Low,2025-05-18,2025-06-01,2025-06-05,True,False,37,41.2,69.2,4.0
TASK01559,EMP0056,Sales,Testing,Critical,2025-05-13,2025-05-18,2025-05-21,True,False,8,12.0,99.3,5.0
TASK01560,EMP0087,HR,Meeting,Medium,2025-08-23,2025-08-30,2025-09-03,True,False,33,54.0,76.9,4.0
TASK01561,EMP0085,Engineering,Testing,Low,2025-04-18,2025-05-02,2025-05-04,True,False,2,2.6,74.7,4.0
TASK01562,EMP0066,Engineering,Client Call,Medium,2026-04-05,2026-04-16,,False,False,26,,,
TASK01563,EMP0124,Engineering,Training,Critical,2025-04-16,2025-04-23,2025-04-21,True,True,16,11.3,80.5,1.0
TASK01564,EMP0122,Marketing,Code Review,Medium,2026-04-09,2026-04-21,2026-04-19,True,True,22,31.1,57.9,5.0
TASK01565,EMP0096,HR,Client Call,Medium,2026-04-09,2026-04-20,2026-04-23,True,False,3,4.8,92.3,5.0
TASK01566,EMP0155,Support,Documentation,Medium,2025-06-27,2025-07-01,2025-07-01,True,True,31,32.7,62.6,2.0
TASK01567,EMP0186,Engineering,Code Review,Medium,2026-04-15,2026-04-27,,False,False,22,,,
TASK01568,EMP0111,Sales,Report,Low,2025-11-12,2025-11-13,2025-11-18,True,False,31,26.9,83.6,2.0
TASK01569,EMP0001,Support,Code Review,High,2025-05-21,2025-05-29,2025-05-28,True,True,40,70.3,74.3,2.0
TASK01570,EMP0128,Engineering,Report,Medium,2026-04-09,2026-04-11,2026-04-10,True,True,28,50.4,80.4,4.0
TASK01571,EMP0070,Support,Feature Dev,Low,2025-09-20,2025-09-27,,False,False,36,,,
TASK01572,EMP0026,Engineering,Bug Fix,High,2025-07-12,2025-07-22,2025-07-20,True,True,30,36.6,91.4,3.0
TASK01573,EMP0188,Sales,Training,High,2025-09-01,2025-09-15,2025-09-13,True,True,25,27.5,87.7,4.0
TASK01574,EMP0197,Support,Feature Dev,Medium,2025-12-21,2025-12-23,2025-12-25,True,False,39,63.6,71.2,2.0
TASK01575,EMP0104,Engineering,Feature Dev,Medium,2025-04-23,2025-05-04,2025-05-05,True,False,32,26.1,67.7,3.0
TASK01576,EMP0123,Sales,Testing,Medium,2026-02-14,2026-02-16,2026-02-21,True,False,17,27.8,63.8,3.0
TASK01577,EMP0022,Support,Bug Fix,Medium,2026-03-16,2026-03-22,2026-03-24,True,False,38,34.7,64.6,2.0
TASK01578,EMP0011,Finance,Meeting,Low,2025-08-17,2025-08-22,2025-08-25,True,False,38,39.7,87.8,3.0
TASK01579,EMP0058,Engineering,Meeting,Critical,2025-09-22,2025-09-25,2025-09-27,True,False,32,50.2,71.2,2.0
TASK01580,EMP0062,Finance,Documentation,High,2025-07-05,2025-07-17,2025-07-19,True,False,26,23.0,72.4,1.0
TASK01581,EMP0055,Marketing,Training,High,2026-01-05,2026-01-15,2026-01-13,True,True,18,18.8,85.0,5.0
TASK01582,EMP0127,Support,Code Review,Medium,2026-02-07,2026-02-17,,False,False,24,,,
TASK01583,EMP0182,Marketing,Report,Medium,2026-03-17,2026-03-26,2026-03-29,True,False,26,46.8,97.4,2.0
TASK01584,EMP0015,HR,Feature Dev,High,2025-12-23,2025-12-31,2026-01-04,True,False,2,3.0,81.5,3.0
TASK01585,EMP0066,Engineering,Feature Dev,Low,2025-04-17,2025-04-21,2025-04-23,True,False,40,66.7,84.3,2.0
TASK01586,EMP0155,Support,Documentation,Medium,2026-01-18,2026-01-26,2026-01-24,True,True,35,64.7,79.7,3.0
TASK01587,EMP0098,Finance,Training,Medium,2025-07-15,2025-07-22,2025-07-25,True,False,34,20.4,60.6,5.0
TASK01588,EMP0113,Finance,Documentation,High,2025-12-09,2025-12-18,2025-12-16,True,True,30,40.5,73.4,2.0
TASK01589,EMP0157,HR,Report,Low,2025-10-03,2025-10-15,2025-10-16,True,False,16,24.6,63.2,2.0
TASK01590,EMP0169,HR,Feature Dev,Low,2026-03-24,2026-04-03,2026-04-05,True,False,7,11.3,79.1,2.0
TASK01591,EMP0093,HR,Report,Medium,2025-07-17,2025-07-18,2025-07-19,True,False,39,64.1,98.3,4.0
TASK01592,EMP0174,HR,Report,Low,2025-11-27,2025-12-10,2025-12-09,True,True,14,17.0,87.1,1.0
TASK01593,EMP0107,Support,Bug Fix,Medium,2025-06-17,2025-06-19,2025-06-20,True,False,40,49.2,66.7,5.0
TASK01594,EMP0111,Sales,Report,Medium,2025-09-23,2025-09-25,2025-09-30,True,False,14,19.4,97.2,1.0
TASK01595,EMP0135,Sales,Report,Low,2025-11-26,2025-12-03,2025-12-08,True,False,13,12.9,82.1,5.0
TASK01596,EMP0059,Engineering,Training,Low,2025-07-19,2025-07-30,2025-07-31,True,False,23,21.0,86.5,5.0
TASK01597,EMP0039,Support,Training,Medium,2026-02-12,2026-02-20,2026-02-20,True,True,33,16.8,76.2,4.0
TASK01598,EMP0154,HR,Report,Medium,2025-07-08,2025-07-11,2025-07-15,True,False,21,13.5,85.6,3.0
TASK01599,EMP0172,Finance,Documentation,Medium,2025-07-02,2025-07-11,2025-07-12,True,False,8,13.2,80.7,3.0
TASK01600,EMP0061,Engineering,Documentation,Medium,2026-01-24,2026-01-30,2026-02-04,True,False,8,12.2,92.7,5.0
TASK01601,EMP0102,Finance,Code Review,Medium,2025-07-23,2025-07-29,2025-08-02,True,False,12,21.3,83.6,3.0
TASK01602,EMP0034,HR,Meeting,Critical,2025-05-02,2025-05-10,2025-05-14,True,False,19,16.0,78.3,4.0
TASK01603,EMP0121,Finance,Testing,Critical,2026-02-24,2026-03-10,2026-03-10,True,True,21,21.0,74.5,3.0
TASK01604,EMP0073,Support,Client Call,Medium,2026-02-16,2026-02-23,2026-02-27,True,False,2,3.3,79.2,1.0
TASK01605,EMP0052,Engineering,Bug Fix,Critical,2025-09-07,2025-09-13,2025-09-13,True,True,31,51.2,64.0,2.0
TASK01606,EMP0115,Marketing,Client Call,Low,2025-12-17,2025-12-29,2026-01-01,True,False,3,2.9,77.4,3.0
TASK01607,EMP0169,HR,Meeting,Medium,2026-02-05,2026-02-17,2026-02-18,True,False,34,39.4,100.0,1.0
TASK01608,EMP0053,Sales,Bug Fix,Low,2025-05-07,2025-05-10,2025-05-15,True,False,39,47.0,84.5,4.0
TASK01609,EMP0138,Support,Bug Fix,Medium,2025-09-23,2025-10-05,2025-10-07,True,False,40,55.2,88.9,1.0
TASK01610,EMP0002,Sales,Feature Dev,Low,2026-01-15,2026-01-21,2026-01-24,True,False,30,56.6,86.7,4.0
TASK01611,EMP0036,Sales,Meeting,Low,2025-08-07,2025-08-19,2025-08-23,True,False,11,19.9,76.8,5.0
TASK01612,EMP0168,Support,Meeting,Low,2026-03-16,2026-03-18,2026-03-21,True,False,38,50.2,66.4,5.0
TASK01613,EMP0126,Marketing,Testing,Medium,2025-12-21,2025-12-26,2025-12-26,True,True,6,10.8,74.7,3.0
TASK01614,EMP0151,Engineering,Documentation,Critical,2025-11-02,2025-11-10,2025-11-11,True,False,13,12.8,92.8,4.0
TASK01615,EMP0184,Engineering,Bug Fix,Medium,2025-04-22,2025-04-26,2025-04-28,True,False,18,25.3,77.7,2.0
TASK01616,EMP0178,Support,Bug Fix,Low,2025-12-07,2025-12-14,2025-12-19,True,False,5,8.7,99.3,5.0
TASK01617,EMP0081,Finance,Testing,Medium,2025-08-12,2025-08-22,2025-08-20,True,True,34,61.5,86.7,5.0
TASK01618,EMP0065,HR,Training,Medium,2025-12-24,2026-01-03,2026-01-02,True,True,6,8.1,78.1,1.0
TASK01619,EMP0122,Marketing,Documentation,Medium,2025-09-21,2025-10-04,2025-10-03,True,True,38,71.6,72.6,1.0
TASK01620,EMP0169,HR,Code Review,High,2026-02-22,2026-03-01,2026-03-06,True,False,30,55.0,93.3,3.0
TASK01621,EMP0028,Support,Client Call,Low,2025-10-07,2025-10-18,2025-10-23,True,False,35,58.5,75.1,1.0
TASK01622,EMP0048,Engineering,Testing,Medium,2025-05-09,2025-05-14,2025-05-18,True,False,3,1.5,54.0,4.0
TASK01623,EMP0096,HR,Documentation,Low,2025-06-22,2025-07-06,2025-07-09,True,False,36,42.7,70.8,5.0
TASK01624,EMP0086,HR,Documentation,Critical,2026-01-31,2026-02-12,2026-02-12,True,True,14,23.2,77.1,3.0
TASK01625,EMP0011,Finance,Feature Dev,Low,2026-04-02,2026-04-03,2026-04-03,True,True,10,13.1,70.2,3.0
TASK01626,EMP0029,HR,Meeting,High,2025-10-03,2025-10-07,2025-10-08,True,False,21,15.6,76.1,2.0
TASK01627,EMP0074,HR,Report,Critical,2025-07-24,2025-07-28,2025-07-26,True,True,10,18.2,85.7,1.0
TASK01628,EMP0005,Support,Report,High,2026-01-24,2026-01-31,2026-02-01,True,False,26,14.9,72.8,4.0
TASK01629,EMP0026,Engineering,Training,Low,2025-05-05,2025-05-18,2025-05-17,True,True,7,13.7,66.3,5.0
TASK01630,EMP0078,Engineering,Testing,High,2026-01-01,2026-01-03,2026-01-04,True,False,9,17.2,79.0,3.0
TASK01631,EMP0163,Sales,Testing,Medium,2025-08-15,2025-08-19,,False,False,34,,,
TASK01632,EMP0153,Support,Client Call,Medium,2026-01-12,2026-01-21,2026-01-26,True,False,3,1.5,96.1,4.0
TASK01633,EMP0163,Sales,Meeting,Critical,2026-01-10,2026-01-12,2026-01-14,True,False,6,6.9,95.5,2.0
TASK01634,EMP0062,Finance,Meeting,Critical,2025-12-11,2025-12-13,2025-12-17,True,False,32,16.8,87.7,3.0
TASK01635,EMP0141,Finance,Code Review,Low,2025-06-26,2025-07-10,2025-07-08,True,True,10,12.8,82.8,4.0
TASK01636,EMP0110,Engineering,Client Call,High,2026-03-28,2026-03-29,2026-03-30,True,False,20,21.2,63.1,2.0
TASK01637,EMP0038,Finance,Code Review,Medium,2026-03-02,2026-03-05,,False,False,11,,,
TASK01638,EMP0024,Marketing,Client Call,Medium,2025-05-03,2025-05-05,2025-05-04,True,True,33,26.6,76.9,3.0
TASK01639,EMP0042,Engineering,Report,Critical,2026-03-20,2026-03-25,2026-03-23,True,True,3,3.0,70.3,1.0
TASK01640,EMP0183,Finance,Training,High,2025-10-15,2025-10-18,,False,False,4,,,
TASK01641,EMP0063,Finance,Testing,Medium,2025-09-19,2025-09-29,2025-09-29,True,True,12,7.8,86.6,2.0
TASK01642,EMP0084,HR,Training,Low,2025-06-08,2025-06-10,2025-06-15,True,False,31,61.2,95.3,4.0
TASK01643,EMP0030,Finance,Meeting,Low,2025-12-08,2025-12-18,2025-12-16,True,True,21,25.5,85.8,2.0
TASK01644,EMP0014,HR,Documentation,Medium,2026-01-05,2026-01-14,2026-01-13,True,True,32,39.7,84.9,2.0
TASK01645,EMP0167,Engineering,Feature Dev,Low,2025-11-08,2025-11-11,2025-11-11,True,True,16,23.8,79.1,4.0
TASK01646,EMP0068,HR,Meeting,Low,2026-03-03,2026-03-13,2026-03-14,True,False,18,14.0,75.7,3.0
TASK01647,EMP0057,Support,Testing,High,2026-01-15,2026-01-23,2026-01-25,True,False,10,9.9,89.1,2.0
TASK01648,EMP0008,HR,Code Review,Medium,2026-04-08,2026-04-22,2026-04-26,True,False,5,8.5,71.3,1.0
TASK01649,EMP0108,Sales,Bug Fix,Low,2026-01-12,2026-01-13,2026-01-14,True,False,12,13.1,78.5,5.0
TASK01650,EMP0112,HR,Report,Medium,2026-04-01,2026-04-15,2026-04-19,True,False,30,59.7,85.3,5.0
TASK01651,EMP0048,Engineering,Testing,Low,2025-07-06,2025-07-14,2025-07-16,True,False,34,64.1,70.5,2.0
TASK01652,EMP0006,Marketing,Testing,Low,2025-08-30,2025-09-12,2025-09-17,True,False,8,12.0,88.4,5.0
TASK01653,EMP0109,Sales,Documentation,Low,2025-06-23,2025-07-06,2025-07-04,True,True,36,24.8,83.7,4.0
TASK01654,EMP0093,HR,Meeting,High,2025-05-12,2025-05-14,2025-05-16,True,False,10,18.1,85.9,4.0
TASK01655,EMP0029,HR,Code Review,Medium,2025-12-19,2025-12-21,,False,False,34,,,
TASK01656,EMP0068,HR,Testing,Medium,2025-07-09,2025-07-18,2025-07-19,True,False,3,2.4,89.4,5.0
TASK01657,EMP0195,Finance,Documentation,Medium,2025-04-24,2025-04-27,2025-04-25,True,True,36,37.6,75.7,5.0
TASK01658,EMP0191,Support,Code Review,Low,2025-05-27,2025-05-30,2025-05-30,True,True,16,28.2,87.0,5.0
TASK01659,EMP0034,HR,Client Call,Critical,2026-02-23,2026-03-05,2026-03-06,True,False,19,10.9,68.3,3.0
TASK01660,EMP0089,Engineering,Report,Medium,2025-12-18,2025-12-27,,False,False,32,,,
TASK01661,EMP0018,Support,Feature Dev,Medium,2025-10-17,2025-10-29,,False,False,2,,,
TASK01662,EMP0161,Finance,Bug Fix,Low,2025-04-25,2025-05-04,2025-05-05,True,False,40,77.6,98.7,4.0
TASK01663,EMP0075,Engineering,Client Call,Low,2025-08-06,2025-08-14,,False,False,17,,,
TASK01664,EMP0199,Marketing,Feature Dev,High,2026-02-14,2026-02-25,2026-02-26,True,False,17,29.8,81.9,2.0
TASK01665,EMP0039,Support,Code Review,Critical,2025-12-22,2025-12-27,2025-12-31,True,False,9,14.3,81.1,2.0
TASK01666,EMP0151,Engineering,Training,Medium,2025-10-31,2025-11-11,2025-11-14,True,False,2,2.9,77.0,3.0
TASK01667,EMP0052,Engineering,Meeting,Medium,2025-07-02,2025-07-15,2025-07-20,True,False,16,23.9,56.1,1.0
TASK01668,EMP0123,Sales,Bug Fix,Medium,2025-06-24,2025-07-04,2025-07-03,True,True,23,41.7,82.2,4.0
TASK01669,EMP0037,HR,Report,High,2025-05-22,2025-05-27,2025-06-01,True,False,29,39.9,93.5,3.0
TASK01670,EMP0079,Sales,Report,Low,2025-06-30,2025-07-02,2025-07-05,True,False,17,30.7,79.2,4.0
TASK01671,EMP0138,Support,Training,Medium,2026-01-10,2026-01-21,2026-01-23,True,False,19,35.3,88.7,3.0
TASK01672,EMP0143,Marketing,Report,Medium,2026-03-04,2026-03-18,2026-03-21,True,False,7,3.6,73.3,2.0
TASK01673,EMP0176,Support,Report,Medium,2025-04-25,2025-04-29,2025-05-01,True,False,8,16.0,61.1,5.0
TASK01674,EMP0047,Marketing,Feature Dev,Medium,2026-02-24,2026-03-06,2026-03-10,True,False,4,5.6,81.1,5.0
TASK01675,EMP0167,Engineering,Bug Fix,Low,2025-08-31,2025-09-13,2025-09-17,True,False,27,42.6,80.3,3.0
TASK01676,EMP0067,Sales,Client Call,Medium,2026-03-14,2026-03-22,2026-03-20,True,True,27,46.4,78.5,1.0
TASK01677,EMP0090,Finance,Client Call,Low,2026-03-24,2026-03-27,2026-03-30,True,False,8,7.5,66.3,1.0
TASK01678,EMP0199,Marketing,Testing,High,2026-01-01,2026-01-15,,False,False,24,,,
TASK01679,EMP0079,Sales,Meeting,Medium,2025-05-21,2025-05-25,2025-05-23,True,True,22,26.1,80.3,2.0
TASK01680,EMP0169,HR,Code Review,Low,2026-01-11,2026-01-24,2026-01-27,True,False,27,44.0,83.3,4.0
TASK01681,EMP0121,Finance,Feature Dev,High,2026-02-12,2026-02-18,2026-02-19,True,False,22,38.3,62.4,1.0
TASK01682,EMP0034,HR,Report,Medium,2026-03-14,2026-03-20,2026-03-20,True,True,26,20.9,72.8,3.0
TASK01683,EMP0024,Marketing,Code Review,Medium,2026-01-15,2026-01-23,,False,False,12,,,
TASK01684,EMP0058,Engineering,Training,Medium,2026-01-07,2026-01-09,2026-01-11,True,False,34,52.7,81.8,3.0
TASK01685,EMP0177,HR,Client Call,High,2026-01-24,2026-02-02,2026-02-01,True,True,14,9.0,85.5,3.0
TASK01686,EMP0157,HR,Feature Dev,Low,2026-03-17,2026-03-23,2026-03-27,True,False,10,18.8,91.1,3.0
TASK01687,EMP0039,Support,Documentation,Medium,2025-07-04,2025-07-06,2025-07-07,True,False,30,52.2,80.5,5.0
TASK01688,EMP0048,Engineering,Documentation,Low,2025-09-30,2025-10-05,2025-10-06,True,False,16,13.9,75.3,4.0
TASK01689,EMP0114,HR,Report,Medium,2025-09-10,2025-09-14,2025-09-16,True,False,17,33.1,79.1,4.0
TASK01690,EMP0091,HR,Client Call,Medium,2025-07-20,2025-07-29,,False,False,14,,,
TASK01691,EMP0154,HR,Testing,Low,2026-02-14,2026-02-23,2026-02-27,True,False,18,28.1,58.6,3.0
TASK01692,EMP0164,HR,Testing,Medium,2026-04-10,2026-04-16,,False,False,17,,,
TASK01693,EMP0005,Support,Testing,Medium,2026-01-03,2026-01-05,,False,False,10,,,
TASK01694,EMP0096,HR,Training,High,2025-07-28,2025-08-09,2025-08-09,True,True,8,15.8,71.4,4.0
TASK01695,EMP0104,Engineering,Training,Medium,2025-06-20,2025-06-22,2025-06-23,True,False,24,37.8,65.2,2.0
TASK01696,EMP0132,Support,Client Call,Medium,2025-11-25,2025-12-05,2025-12-10,True,False,30,37.4,88.6,1.0
TASK01697,EMP0025,Support,Testing,Critical,2025-07-19,2025-07-22,2025-07-27,True,False,37,54.6,91.3,4.0
TASK01698,EMP0081,Finance,Meeting,High,2026-04-11,2026-04-14,2026-04-17,True,False,6,11.6,75.5,5.0
TASK01699,EMP0168,Support,Code Review,Low,2025-05-16,2025-05-28,2025-06-02,True,False,29,45.1,77.7,4.0
TASK01700,EMP0146,Support,Training,Low,2025-05-30,2025-06-07,2025-06-09,True,False,23,19.5,83.0,4.0
TASK01701,EMP0060,Finance,Testing,Low,2026-01-20,2026-01-29,,False,False,39,,,
TASK01702,EMP0172,Finance,Feature Dev,High,2025-04-30,2025-05-10,2025-05-13,True,False,39,26.5,72.7,5.0
TASK01703,EMP0156,HR,Code Review,Low,2025-07-30,2025-08-06,2025-08-07,True,False,17,33.5,87.9,2.0
TASK01704,EMP0108,Sales,Client Call,Low,2025-04-23,2025-05-01,2025-05-04,True,False,7,4.5,96.9,5.0
TASK01705,EMP0075,Engineering,Code Review,High,2025-09-05,2025-09-16,2025-09-20,True,False,26,40.2,61.2,3.0
TASK01706,EMP0008,HR,Code Review,Low,2026-02-22,2026-02-27,2026-03-03,True,False,18,22.5,62.6,3.0
TASK01707,EMP0082,Sales,Feature Dev,Medium,2026-02-10,2026-02-14,2026-02-13,True,True,23,27.1,100.0,5.0
TASK01708,EMP0063,Finance,Bug Fix,Low,2025-10-09,2025-10-19,2025-10-17,True,True,25,16.1,87.0,5.0
TASK01709,EMP0100,HR,Feature Dev,Low,2026-02-23,2026-03-01,2026-02-27,True,True,38,51.1,73.4,2.0
TASK01710,EMP0150,HR,Code Review,Low,2026-04-04,2026-04-14,2026-04-15,True,False,24,15.5,63.4,5.0
TASK01711,EMP0182,Marketing,Training,Medium,2026-02-06,2026-02-09,,False,False,13,,,
TASK01712,EMP0102,Finance,Feature Dev,Low,2025-06-01,2025-06-15,2025-06-13,True,True,36,66.0,68.0,3.0
